area_name,fips,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,private_studio_rent,private_one_bed_rent,private_two_bed_rent,private_three_bed_rent,private_four_bed_rent
"Freeborn County, MN",2704799999,27.0,480,560,737,931,1143,528.0,644.0,869.66,1117.2,1394.46
"Goodhue County, MN",2704999999,27.0,592,596,783,1044,1181,651.2,685.4,923.9399999999999,1252.8,1440.82
"Grant County, MN",2705199999,27.0,471,619,714,1030,1168,518.1,711.8499999999999,842.52,1236.0,1424.96
"Hubbard County, MN",2705799999,27.0,544,547,721,1010,1052,598.4000000000001,629.05,850.78,1212.0,1283.44
"Itasca County, MN",2706199999,27.0,601,605,797,993,1080,661.1,695.75,940.4599999999999,1191.6,1317.6
"Jackson County, MN",2706399999,27.0,471,552,714,892,967,518.1,634.8,842.52,1070.3999999999999,1179.74
"Kanabec County, MN",2706599999,27.0,641,645,832,1116,1265,705.1,741.7499999999999,981.76,1339.2,1543.3
"Kandiyohi County, MN",2706799999,27.0,573,613,770,1111,1314,630.3000000000001,704.9499999999999,908.5999999999999,1333.2,1603.08
"Kittson County, MN",2706999999,27.0,471,549,714,899,967,518.1,631.3499999999999,842.52,1078.8,1179.74
"Koochiching County, MN",2707199999,27.0,471,546,714,977,1006,518.1,627.9,842.52,1172.3999999999999,1227.32
"Lac qui Parle County, MN",2707399999,27.0,471,552,714,940,978,518.1,634.8,842.52,1128.0,1193.16
"Lake County, MN",2707599999,27.0,506,589,768,1078,1082,556.6,677.3499999999999,906.24,1293.6,1320.04
"Lake of the Woods County, MN",2707799999,27.0,513,591,778,970,1096,564.3000000000001,679.65,918.04,1164.0,1337.12
"Le Sueur County, MN HUD Metro FMR Area",2707999999,27.0,649,654,861,1235,1334,713.9000000000001,752.0999999999999,1015.9799999999999,1482.0,1627.48
"Lincoln County, MN",2708199999,27.0,471,542,714,890,967,518.1,623.3,842.52,1068.0,1179.74
"Lyon County, MN",2708399999,27.0,471,542,714,975,1227,518.1,623.3,842.52,1170.0,1496.94
"McLeod County, MN",2708599999,27.0,512,589,776,1119,1280,563.2,677.3499999999999,915.68,1342.8,1561.6
"Mahnomen County, MN",2708799999,27.0,611,624,716,892,970,672.1,717.5999999999999,844.88,1070.3999999999999,1183.3999999999999
"Marshall County, MN",2708999999,27.0,465,542,714,991,1201,511.50000000000006,623.3,842.52,1189.2,1465.22
"Martin County, MN",2709199999,27.0,471,542,714,994,998,518.1,623.3,842.52,1192.8,1217.56
"Meeker County, MN",2709399999,27.0,511,595,784,977,1127,562.1,684.25,925.12,1172.3999999999999,1374.94
"Mille Lacs County, MN HUD Metro FMR Area",2709599999,27.0,587,684,901,1297,1412,645.7,786.5999999999999,1063.1799999999998,1556.3999999999999,1722.6399999999999
"Morrison County, MN",2709799999,27.0,471,542,714,984,1037,518.1,623.3,842.52,1180.8,1265.1399999999999
"Mower County, MN",2709999999,27.0,513,598,788,1111,1142,564.3000000000001,687.6999999999999,929.8399999999999,1333.2,1393.24
"Murray County, MN",2710199999,27.0,471,548,714,1002,1006,518.1,630.1999999999999,842.52,1202.3999999999999,1227.32
"Nobles County, MN",2710599999,27.0,572,576,758,1009,1027,629.2,662.4,894.4399999999999,1210.8,1252.94
"Norman County, MN",2710799999,27.0,471,586,714,890,1162,518.1,673.9,842.52,1068.0,1417.6399999999999
"Otter Tail County, MN",2711199999,27.0,509,549,723,921,979,559.9000000000001,631.3499999999999,853.14,1105.2,1194.3799999999999
"Pennington County, MN",2711399999,27.0,495,577,760,947,1030,544.5,663.55,896.8,1136.3999999999999,1256.6
"Pine County, MN",2711599999,27.0,518,596,785,991,1185,569.8000000000001,685.4,926.3,1189.2,1445.7
"Pipestone County, MN",2711799999,27.0,471,596,714,964,967,518.1,685.4,842.52,1156.8,1179.74
"Pope County, MN",2712199999,27.0,494,569,750,1053,1056,543.4000000000001,654.3499999999999,885.0,1263.6,1288.32
"Red Lake County, MN",2712599999,27.0,579,627,714,964,967,636.9000000000001,721.05,842.52,1156.8,1179.74
"Redwood County, MN",2712799999,27.0,471,623,714,1030,1081,518.1,716.4499999999999,842.52,1236.0,1318.82
"Renville County, MN",2712999999,27.0,572,575,714,940,1008,629.2,661.25,842.52,1128.0,1229.76
"Rice County, MN",2713199999,27.0,603,701,923,1270,1293,663.3000000000001,806.15,1089.1399999999999,1524.0,1577.46
"Rock County, MN",2713399999,27.0,483,556,732,961,1001,531.3000000000001,639.4,863.76,1153.2,1221.22
"Roseau County, MN",2713599999,27.0,482,562,740,922,1002,530.2,646.3,873.1999999999999,1106.3999999999999,1222.44
"Sibley County, MN HUD Metro FMR Area",2714399999,27.0,531,621,785,1052,1167,584.1,714.15,926.3,1262.3999999999999,1423.74
"Steele County, MN",2714799999,27.0,543,632,833,1181,1463,597.3000000000001,726.8,982.9399999999999,1417.2,1784.86
"Stevens County, MN",2714999999,27.0,471,627,714,957,1200,518.1,721.05,842.52,1148.3999999999999,1464.0
"Swift County, MN",2715199999,27.0,548,552,714,973,1042,602.8000000000001,634.8,842.52,1167.6,1271.24
"Todd County, MN",2715399999,27.0,465,542,714,890,967,511.50000000000006,623.3,842.52,1068.0,1179.74
"Traverse County, MN",2715599999,27.0,471,542,714,890,1006,518.1,623.3,842.52,1068.0,1227.32
"Wabasha County, MN HUD Metro FMR Area",2715799999,27.0,507,650,772,1114,1346,557.7,747.4999999999999,910.9599999999999,1336.8,1642.12
"Wadena County, MN",2715999999,27.0,471,560,714,910,1254,518.1,644.0,842.52,1092.0,1529.8799999999999
"Waseca County, MN",2716199999,27.0,539,542,714,1030,1054,592.9000000000001,623.3,842.52,1236.0,1285.8799999999999
"Watonwan County, MN",2716599999,27.0,471,627,714,964,967,518.1,721.05,842.52,1156.8,1179.74
"Wilkin County, MN",2716799999,27.0,471,563,714,1030,1254,518.1,647.4499999999999,842.52,1236.0,1529.8799999999999
"Winona County, MN",2716999999,27.0,505,607,775,979,1190,555.5,698.05,914.5,1174.8,1451.8
"Yellow Medicine County, MN",2717399999,27.0,471,575,714,964,967,518.1,661.25,842.52,1156.8,1179.74
"Adams County, MS",2800199999,28.0,509,546,679,846,948,559.9000000000001,627.9,801.2199999999999,1015.1999999999999,1156.56
"Alcorn County, MS",2800399999,28.0,492,501,657,910,1041,541.2,576.15,775.26,1092.0,1270.02
"Amite County, MS",2800599999,28.0,492,520,657,910,958,541.2,598.0,775.26,1092.0,1168.76
"Attala County, MS",2800799999,28.0,492,565,657,854,1000,541.2,649.75,775.26,1024.8,1220.0
"Benton County, MS HUD Metro FMR Area",2800999999,28.0,492,577,657,948,1012,541.2,663.55,775.26,1137.6,1234.6399999999999
"Bolivar County, MS",2801199999,28.0,493,507,658,820,891,542.3000000000001,583.05,776.4399999999999,984.0,1087.02
"Calhoun County, MS",2801399999,28.0,492,556,657,877,1068,541.2,639.4,775.26,1052.3999999999999,1302.96
"Carroll County, MS",2801599999,28.0,499,527,666,830,927,548.9000000000001,606.05,785.88,996.0,1130.94
"Chickasaw County, MS",2801799999,28.0,436,499,657,864,913,479.6,573.8499999999999,775.26,1036.8,1113.86
"Choctaw County, MS",2801999999,28.0,514,521,686,855,944,565.4000000000001,599.15,809.4799999999999,1026.0,1151.68
"Claiborne County, MS",2802199999,28.0,492,543,657,819,911,541.2,624.4499999999999,775.26,982.8,1111.42
"Clarke County, MS",2802399999,28.0,492,520,657,819,890,541.2,598.0,775.26,982.8,1085.8
"Clay County, MS",2802599999,28.0,492,520,657,948,1032,541.2,598.0,775.26,1137.6,1259.04
"Coahoma County, MS",2802799999,28.0,428,525,657,819,890,470.8,603.75,775.26,982.8,1085.8
"Covington County, MS",2803199999,28.0,510,517,681,849,948,561.0,594.55,803.5799999999999,1018.8,1156.56
"Franklin County, MS",2803799999,28.0,492,520,657,865,915,541.2,598.0,775.26,1038.0,1116.3
"George County, MS",2803999999,28.0,560,567,747,931,1200,616.0,652.05,881.4599999999999,1117.2,1464.0
"Greene County, MS",2804199999,28.0,499,513,657,856,915,548.9000000000001,589.9499999999999,775.26,1027.2,1116.3
"Grenada County, MS",2804399999,28.0,492,499,657,828,893,541.2,573.8499999999999,775.26,993.5999999999999,1089.46
"Holmes County, MS",2805199999,28.0,492,499,657,844,1081,541.2,573.8499999999999,775.26,1012.8,1318.82
"Humphreys County, MS",2805399999,28.0,492,577,657,819,975,541.2,663.55,775.26,982.8,1189.5
"Issaquena County, MS",2805599999,28.0,492,499,657,819,915,541.2,573.8499999999999,775.26,982.8,1116.3
"Itawamba County, MS",2805799999,28.0,524,557,657,847,890,576.4000000000001,640.55,775.26,1016.4,1085.8
"Jasper County, MS",2806199999,28.0,499,527,666,830,927,548.9000000000001,606.05,785.88,996.0,1130.94
"Jefferson County, MS",2806399999,28.0,492,520,657,896,915,541.2,598.0,775.26,1075.2,1116.3
"Jefferson Davis County, MS",2806599999,28.0,492,577,657,912,915,541.2,663.55,775.26,1094.3999999999999,1116.3
"Jones County, MS",2806799999,28.0,472,573,724,902,981,519.2,658.9499999999999,854.3199999999999,1082.3999999999999,1196.82
"Kemper County, MS",2806999999,28.0,492,499,657,819,915,541.2,573.8499999999999,775.26,982.8,1116.3
"Lafayette County, MS",2807199999,28.0,662,764,918,1252,1302,728.2,878.5999999999999,1083.24,1502.3999999999999,1588.44
"Lauderdale County, MS",2807599999,28.0,498,580,764,952,1035,547.8000000000001,667.0,901.52,1142.3999999999999,1262.7
"Lawrence County, MS",2807799999,28.0,561,593,749,933,1043,617.1,681.9499999999999,883.8199999999999,1119.6,1272.46
"Leake County, MS",2807999999,28.0,492,499,657,829,1027,541.2,573.8499999999999,775.26,994.8,1252.94
"Lee County, MS",2808199999,28.0,562,566,740,939,1126,618.2,650.9,873.1999999999999,1126.8,1373.72
"Leflore County, MS",2808399999,28.0,441,510,657,819,890,485.1,586.5,775.26,982.8,1085.8
"Lincoln County, MS",2808599999,28.0,502,505,657,910,1154,552.2,580.75,775.26,1092.0,1407.8799999999999
"Lowndes County, MS",2808799999,28.0,518,546,692,984,1215,569.8000000000001,627.9,816.56,1180.8,1482.3
"Marion County, MS",2809199999,28.0,492,520,657,887,890,541.2,598.0,775.26,1064.3999999999999,1085.8
"Marshall County, MS HUD Metro FMR Area",2809399999,28.0,499,585,666,861,1145,548.9000000000001,672.75,785.88,1033.2,1396.8999999999999
"Monroe County, MS",2809599999,28.0,492,526,657,819,1007,541.2,604.9,775.26,982.8,1228.54
"Montgomery County, MS",2809799999,28.0,492,520,657,828,1154,541.2,598.0,775.26,993.5999999999999,1407.8799999999999
"Neshoba County, MS",2809999999,28.0,493,505,658,820,891,542.3000000000001,580.75,776.4399999999999,984.0,1087.02
"Newton County, MS",2810199999,28.0,504,511,673,839,1028,554.4000000000001,587.65,794.14,1006.8,1254.16
"Noxubee County, MS",2810399999,28.0,492,522,657,912,915,541.2,600.3,775.26,1094.3999999999999,1116.3
"Oktibbeha County, MS",2810599999,28.0,601,691,794,989,1342,661.1,794.65,936.92,1186.8,1637.24
"Panola County, MS",2810799999,28.0,497,568,664,853,899,546.7,653.1999999999999,783.52,1023.5999999999999,1096.78
"Pearl River County, MS",2810999999,28.0,575,583,768,986,1346,632.5,670.4499999999999,906.24,1183.2,1642.12
"Pike County, MS",2811399999,28.0,515,586,688,907,932,566.5,673.9,811.8399999999999,1088.3999999999999,1137.04
"Pontotoc County, MS",2811599999,28.0,502,509,670,845,908,552.2,585.3499999999999,790.5999999999999,1014.0,1107.76
"Prentiss County, MS",2811799999,28.0,492,516,657,819,890,541.2,593.4,775.26,982.8,1085.8
"Quitman County, MS",2811999999,28.0,492,499,657,819,890,541.2,573.8499999999999,775.26,982.8,1085.8
"Scott County, MS",2812399999,28.0,492,520,657,825,915,541.2,598.0,775.26,990.0,1116.3
"Sharkey County, MS",2812599999,28.0,492,499,657,887,890,541.2,573.8499999999999,775.26,1064.3999999999999,1085.8
"Simpson County, MS HUD Metro FMR Area",2812799999,28.0,588,657,748,932,1149,646.8000000000001,755.55,882.64,1118.3999999999999,1401.78
"Smith County, MS",2812999999,28.0,428,499,657,899,915,470.8,573.8499999999999,775.26,1078.8,1116.3
"Stone County, MS",2813199999,28.0,492,520,657,897,900,541.2,598.0,775.26,1076.3999999999999,1098.0
"Sunflower County, MS",2813399999,28.0,428,575,657,819,937,470.8,661.25,775.26,982.8,1143.1399999999999
"Tallahatchie County, MS",2813599999,28.0,492,499,657,851,1098,541.2,573.8499999999999,775.26,1021.1999999999999,1339.56
"Tate County, MS HUD Metro FMR Area",2813799999,28.0,581,611,696,933,1072,639.1,702.65,821.28,1119.6,1307.84
"Tippah County, MS",2813999999,28.0,492,530,657,839,921,541.2,609.5,775.26,1006.8,1123.62
"Tishomingo County, MS",2814199999,28.0,492,577,657,939,1032,541.2,663.55,775.26,1126.8,1259.04
"Tunica County, MS HUD Metro FMR Area",2814399999,28.0,673,692,788,982,1067,740.3000000000001,795.8,929.8399999999999,1178.3999999999999,1301.74
"Union County, MS",2814599999,28.0,492,577,657,872,1154,541.2,663.55,775.26,1046.3999999999999,1407.8799999999999
"Walthall County, MS",2814799999,28.0,492,499,657,912,915,541.2,573.8499999999999,775.26,1094.3999999999999,1116.3
"Warren County, MS",2814999999,28.0,539,542,694,962,1105,592.9000000000001,623.3,818.92,1154.3999999999999,1348.1
"Washington County, MS",2815199999,28.0,512,553,657,867,1019,563.2,635.9499999999999,775.26,1040.3999999999999,1243.18
"Wayne County, MS",2815399999,28.0,492,520,657,840,915,541.2,598.0,775.26,1008.0,1116.3
"Webster County, MS",2815599999,28.0,492,577,657,848,1154,541.2,663.55,775.26,1017.5999999999999,1407.8799999999999
"Wilkinson County, MS",2815799999,28.0,492,520,657,819,915,541.2,598.0,775.26,982.8,1116.3
"Winston County, MS",2815999999,28.0,492,537,657,948,1125,541.2,617.55,775.26,1137.6,1372.5
"Yalobusha County, MS",2816199999,28.0,492,499,657,856,915,541.2,573.8499999999999,775.26,1027.2,1116.3
"Yazoo County, MS HUD Metro FMR Area",2816399999,28.0,536,540,711,886,1064,589.6,621.0,838.9799999999999,1063.2,1298.08
"Adair County, MO",2900199999,29.0,422,481,634,876,1113,464.20000000000005,553.15,748.12,1051.2,1357.86
"Atchison County, MO",2900599999,29.0,426,481,634,790,968,468.6,553.15,748.12,948.0,1180.96
"Audrain County, MO",2900799999,29.0,444,503,662,827,897,488.40000000000003,578.4499999999999,781.16,992.4,1094.34
"Barry County, MO",2900999999,29.0,478,481,634,856,859,525.8000000000001,553.15,748.12,1027.2,1047.98
"Barton County, MO",2901199999,29.0,426,557,634,832,1083,468.6,640.55,748.12,998.4,1321.26
"Bates County, MO HUD Metro FMR Area",2901399999,29.0,485,530,698,911,1098,533.5,609.5,823.64,1093.2,1339.56
"Benton County, MO",2901599999,29.0,478,481,634,915,1113,525.8000000000001,553.15,748.12,1098.0,1357.86
"Butler County, MO",2902399999,29.0,433,504,664,888,941,476.3,579.5999999999999,783.52,1065.6,1148.02
"Callaway County, MO HUD Metro FMR Area",2902799999,29.0,545,548,722,990,1180,599.5,630.1999999999999,851.9599999999999,1188.0,1439.6
"Camden County, MO",2902999999,29.0,461,522,687,919,1144,507.1,600.3,810.66,1102.8,1395.68
"Carroll County, MO",2903399999,29.0,426,481,634,790,921,468.6,553.15,748.12,948.0,1123.62
"Carter County, MO",2903599999,29.0,414,482,635,791,860,455.40000000000003,554.3,749.3,949.1999999999999,1049.2
"Cedar County, MO",2903999999,29.0,426,484,634,812,859,468.6,556.5999999999999,748.12,974.4,1047.98
"Chariton County, MO",2904199999,29.0,426,492,634,897,1113,468.6,565.8,748.12,1076.3999999999999,1357.86
"Clark County, MO",2904599999,29.0,426,487,634,849,968,468.6,560.05,748.12,1018.8,1180.96
"Cooper County, MO",2905399999,29.0,426,483,634,877,936,468.6,555.4499999999999,748.12,1052.3999999999999,1141.92
"Crawford County, MO",2905599999,29.0,529,532,634,880,968,581.9000000000001,611.8,748.12,1056.0,1180.96
"Dade County, MO",2905799999,29.0,435,492,648,808,1138,478.50000000000006,565.8,764.64,969.5999999999999,1388.36
"Dallas County, MO HUD Metro FMR Area",2905999999,29.0,501,557,634,846,953,551.1,640.55,748.12,1015.1999999999999,1162.66
"Daviess County, MO",2906199999,29.0,426,508,634,915,998,468.6,584.1999999999999,748.12,1098.0,1217.56
"Dent County, MO",2906599999,29.0,426,481,634,805,921,468.6,553.15,748.12,966.0,1123.62
"Douglas County, MO",2906799999,29.0,426,481,634,829,1113,468.6,553.15,748.12,994.8,1357.86
"Dunklin County, MO",2906999999,29.0,426,497,634,892,984,468.6,571.55,748.12,1070.3999999999999,1200.48
"Gasconade County, MO",2907399999,29.0,426,481,634,901,1113,468.6,553.15,748.12,1081.2,1357.86
"Gentry County, MO",2907599999,29.0,426,481,634,836,897,468.6,553.15,748.12,1003.1999999999999,1094.34
"Grundy County, MO",2907999999,29.0,426,481,634,850,968,468.6,553.15,748.12,1020.0,1180.96
"Harrison County, MO",2908199999,29.0,413,481,634,816,859,454.3,553.15,748.12,979.1999999999999,1047.98
"Henry County, MO",2908399999,29.0,455,531,699,936,947,500.50000000000006,610.65,824.8199999999999,1123.2,1155.34
"Hickory County, MO",2908599999,29.0,422,481,634,854,968,464.20000000000005,553.15,748.12,1024.8,1180.96
"Holt County, MO",2908799999,29.0,426,481,634,872,1113,468.6,553.15,748.12,1046.3999999999999,1357.86
"Howard County, MO",2908999999,29.0,523,526,693,870,939,575.3000000000001,604.9,817.74,1044.0,1145.58
"Howell County, MO",2909199999,29.0,431,487,642,800,889,474.1,560.05,757.56,960.0,1084.58
"Iron County, MO",2909399999,29.0,426,537,634,888,1089,468.6,617.55,748.12,1065.6,1328.58
"Johnson County, MO",2910199999,29.0,472,539,703,1014,1209,519.2,619.8499999999999,829.54,1216.8,1474.98
"Knox County, MO",2910399999,29.0,426,481,634,851,968,468.6,553.15,748.12,1021.1999999999999,1180.96
"Laclede County, MO",2910599999,29.0,464,481,634,915,1113,510.40000000000003,553.15,748.12,1098.0,1357.86
"Lawrence County, MO",2910999999,29.0,426,487,634,915,1024,468.6,560.05,748.12,1098.0,1249.28
"Lewis County, MO",2911199999,29.0,413,481,634,790,968,454.3,553.15,748.12,948.0,1180.96
"Linn County, MO",2911599999,29.0,426,512,634,790,859,468.6,588.8,748.12,948.0,1047.98
"Livingston County, MO",2911799999,29.0,442,500,658,820,1052,486.20000000000005,575.0,776.4399999999999,984.0,1283.44
"McDonald County, MO HUD Metro FMR Area",2911999999,29.0,541,557,634,861,873,595.1,640.55,748.12,1033.2,1065.06
"Macon County, MO",2912199999,29.0,439,481,634,856,859,482.90000000000003,553.15,748.12,1027.2,1047.98
"Madison County, MO",2912399999,29.0,426,490,634,790,859,468.6,563.5,748.12,948.0,1047.98
"Maries County, MO",2912599999,29.0,426,539,634,790,922,468.6,619.8499999999999,748.12,948.0,1124.84
"Marion County, MO",2912799999,29.0,515,520,645,901,904,566.5,598.0,761.0999999999999,1081.2,1102.8799999999999
"Mercer County, MO",2912999999,29.0,426,481,634,843,887,468.6,553.15,748.12,1011.5999999999999,1082.1399999999999
"Miller County, MO",2913199999,29.0,460,550,685,854,928,506.00000000000006,632.5,808.3,1024.8,1132.16
"Mississippi County, MO",2913399999,29.0,437,494,651,811,926,480.70000000000005,568.0999999999999,768.18,973.1999999999999,1129.72
"Moniteau County, MO HUD Metro FMR Area",2913599999,29.0,478,481,634,816,977,525.8000000000001,553.15,748.12,979.1999999999999,1191.94
"Monroe County, MO",2913799999,29.0,426,481,634,790,1015,468.6,553.15,748.12,948.0,1238.3
"Montgomery County, MO",2913999999,29.0,426,481,634,856,859,468.6,553.15,748.12,1027.2,1047.98
"Morgan County, MO",2914199999,29.0,426,485,634,856,859,468.6,557.75,748.12,1027.2,1047.98
"New Madrid County, MO",2914399999,29.0,426,481,634,790,866,468.6,553.15,748.12,948.0,1056.52
"Nodaway County, MO",2914799999,29.0,434,506,666,886,1033,477.40000000000003,581.9,785.88,1063.2,1260.26
"Oregon County, MO",2914999999,29.0,413,495,634,915,1077,454.3,569.25,748.12,1098.0,1313.94
"Ozark County, MO",2915399999,29.0,430,487,641,799,979,473.00000000000006,560.05,756.38,958.8,1194.3799999999999
"Pemiscot County, MO",2915599999,29.0,426,481,634,860,1068,468.6,553.15,748.12,1032.0,1302.96
"Perry County, MO",2915799999,29.0,434,491,647,913,1136,477.40000000000003,564.65,763.4599999999999,1095.6,1385.92
"Pettis County, MO",2915999999,29.0,490,559,696,923,943,539.0,642.8499999999999,821.28,1107.6,1150.46
